time/fps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss,train/loss
4,-249.86099685999997,37,711.65,15182,75776,-0.0007368441554717719,-0.013967633247375488,6.2833045e-05,0.0,360,1e-05,-3.027993465214968,0.2,61.41718862056732,34.610076904296875
4,-252.89461802999998,38,725.47,15586,77824,-0.0013225069491454634,0.02285248041152954,0.00013393772,0.0,370,1e-05,-3.0250569000840186,0.2,50.631929248571396,25.63515281677246
4,-257.13322280999995,39,743.02,15985,79872,-0.0006874209735542536,-0.03847205638885498,4.763226e-05,0.0,380,1e-05,-3.0248529970645905,0.2,90.9072942495346,46.042335510253906
4,-254.52165860999997,40,758.42,16391,81920,-0.001404949018615298,-0.013694047927856445,0.00027411533,0.0,390,1e-05,-3.0239539690315724,0.2,35.95943922400475,13.628089904785156
5,-257.10599741999994,41,778.24,16785,83968,-0.0012307848759519403,-0.0001418590545654297,0.00017852322,0.0,400,1e-05,-3.023806194216013,0.2,34.800240182876585,12.483381271362305
5,-258.2542800599999,42,796.78,17181,86016,-0.0016377355408621953,-0.02283012866973877,0.0002582048,0.0,410,1e-05,-3.0206284992396832,0.2,37.005122965574266,22.075788497924805
5,-256.30679804999994,43,812.18,17578,88064,-0.0006060793617507443,-0.01819753646850586,6.8336e-05,0.0,420,1e-05,-3.0215622149407864,0.2,64.91248757839203,38.78205871582031
5,-254.90722859999997,44,827.71,17977,90112,-0.0007566343483631499,0.0018725395202636719,7.6425495e-05,0.0,430,1e-05,-3.0215019926428797,0.2,91.71657266616822,40.005332946777344
5,-256.29760487,45,846.67,18377,92160,-0.0012506049642979633,-0.009445786476135254,0.0001414372,0.0,440,1e-05,-3.0196672804653644,0.2,48.179360538721085,25.534427642822266
5,-255.03375078999997,46,861.98,18784,94208,-0.0010787949133373332,0.00043892860412597656,0.00018065574,0.0,450,1e-05,-3.020394836366177,0.2,64.6268856048584,22.59119987487793
5,-259.41647792,47,880.64,19191,96256,-0.00100626508356072,0.0014237165451049805,8.693937e-05,0.0,460,1e-05,-3.0168993927538397,0.2,75.41591867208481,37.467960357666016
5,-260.69049134,48,893.76,19595,98304,-0.0010453009163029492,-0.0007735490798950195,0.00014421291,0.0,470,1e-05,-3.0147358566522597,0.2,42.00468563437462,23.446611404418945
5,-263.95794281,49,913.14,19998,100352,-0.0007366958881902975,-0.013430237770080566,0.00012387562,9.765625e-05,480,1e-05,-3.0175673596560957,0.2,40.64554454684257,19.38910675048828
5,-264.90552006,50,928.5,20394,102400,-0.0008995819494884927,-0.0007436275482177734,9.176243e-05,0.0,490,1e-05,-3.0167810767889023,0.2,60.05749888420105,30.232534408569336
5,-268.97441833,51,946.17,20799,104448,-0.001206318857293809,0.0004801750183105469,0.00016934186,0.0,500,1e-05,-3.0132377058267594,0.2,64.21413131952286,27.887113571166992
5,-266.74892333,52,964.33,21199,106496,-0.0014397705112060067,-0.015784144401550293,0.0001683993,0.0,510,1e-05,-3.012329385429621,0.2,40.67610343694687,18.814992904663086
5,-271.87756538,53,983.04,21595,108544,-0.0011952801687584724,-0.004854679107666016,0.00013999824,0.0,520,1e-05,-3.0127152472734453,0.2,43.91649308800697,17.14373207092285
5,-274.85338165,54,998.87,21998,110592,-0.0008712469480087748,-0.004448533058166504,9.245536e-05,0.0,530,1e-05,-3.0113179296255113,0.2,55.5057188808918,26.193647384643555
5,-281.17620292,55,1018.5,22384,112640,-0.0006306323390163016,-0.0004329681396484375,6.2555104e-05,0.0,540,1e-05,-3.014166360348463,0.2,72.63648631572724,31.09522819519043
5,-286.94841583999994,56,1029.74,22785,114688,-0.0008723783350433223,0.0017556548118591309,8.0531754e-05,0.0,550,1e-05,-3.0097234942018987,0.2,146.26711056232452,70.0628890991211
5,-290.70268884999996,57,1048.45,23175,116736,-0.001513612263079267,-0.001377701759338379,0.0002798909,0.0,560,1e-05,-3.00955673083663,0.2,43.917522358894345,17.539466857910156
5,-289.71543069999996,58,1067.73,23567,118784,-0.0010488980406080373,0.002081751823425293,0.00014907194,0.0,570,1e-05,-3.0103748239576817,0.2,62.91464747190476,32.22760009765625
5,-289.26053264999996,59,1085.44,23967,120832,-0.0010723217623308302,-0.01140284538269043,0.00017712265,0.0,580,1e-05,-3.01234484910965,0.2,50.34862245321274,23.591413497924805
5,-293.34787931,60,1105.35,24366,122880,-0.0007964578428072855,-0.0037118196487426758,0.000110175315,0.0,590,1e-05,-3.012142688781023,0.2,67.16152132749558,27.422481536865234
5,-295.31171867999996,61,1124.37,24761,124928,-0.001004618575097993,0.0020757317543029785,0.00011959762,0.0,600,1e-05,-3.011359665542841,0.2,81.51930596828461,38.537864685058594
5,-305.07964573999993,62,1143.29,25153,126976,-0.000669438606564654,0.0009317398071289062,6.114988e-05,0.0,610,1e-05,-3.0090716540813447,0.2,97.99375503063202,54.049800872802734
5,-305.38810616999996,63,1158.02,25548,129024,-0.0012169885863841045,0.0031273961067199707,0.00018419776,0.0,620,1e-05,-3.0112838059663773,0.2,55.10545648336411,22.340604782104492
5,-306.70295482,64,1171.96,25946,131072,-0.001361183083645301,-0.0016639232635498047,0.00019467148,0.0,630,1e-05,-3.0112261615693567,0.2,40.40032337903976,12.497597694396973
5,-307.25058273999997,65,1190.54,26346,133120,-0.0009848068162682465,-0.00292813777923584,8.744371e-05,0.0,640,1e-05,-3.0123143941164017,0.2,37.372691738605496,22.5063419342041
5,-313.05537319999996,66,1209.05,26741,135168,-0.0007637117872945964,-0.0008004903793334961,7.8022305e-05,0.0,650,1e-05,-3.0095627568662167,0.2,75.55877680778504,38.06208801269531
5,-318.04001758,67,1228.8,27137,137216,-0.0007765862988890149,-0.014955282211303711,0.00010845915,0.0,660,1e-05,-3.0114126697182657,0.2,57.78426719903946,34.65542984008789
5,-319.99955459,68,1241.6,27540,139264,-0.0011331865112879313,-3.0994415283203125e-06,0.00010637831,0.0,670,1e-05,-3.00840288028121,0.2,73.66304461956024,25.614246368408203
5,-321.55093034,69,1257.79,27942,141312,-0.0012545186305942479,-0.006055116653442383,0.00017035412,0.0,680,1e-05,-3.0077631205320357,0.2,39.770359486341476,25.985197067260742
5,-322.23281641,70,1277.0,28331,143360,-0.0019777062072535044,-0.00716710090637207,0.00041862077,0.0,690,1e-05,-3.004144141077995,0.2,35.643563055992125,20.045961380004883
5,-320.10000706,71,1294.51,28721,145408,-0.0009261218641768209,0.0010731816291809082,0.00010142269,0.0,700,1e-05,-3.0011551797389986,0.2,47.57065265774727,24.334579467773438
5,-313.55974624,72,1312.12,29124,147456,-0.0009715260988741647,-0.001562952995300293,0.00015886954,0.0,710,1e-05,-3.002815941721201,0.2,54.247969722747804,23.367816925048828
5,-316.22156116,73,1331.2,29525,149504,-0.000813236620160751,-0.001403212547302246,0.00012263638,0.0,720,1e-05,-3.0036289051175116,0.2,44.91104273796081,24.26497459411621
5,-317.25863292,74,1345.49,29931,151552,-0.0008367138158064336,-0.000986933708190918,8.173456e-05,0.0,730,1e-05,-3.0033155187964438,0.2,55.63432280421257,27.608455657958984
5,-322.44459475,75,1364.82,30338,153600,-0.0008527699537808076,-0.0019083023071289062,6.463521e-05,0.0,740,1e-05,-3.00273117646575,0.2,71.58385986089706,45.547245025634766
5,-328.2567404999999,76,1383.52,30738,155648,-0.0010732926471973768,-0.01809096336364746,0.000104292354,0.0,750,1e-05,-2.9999883264303207,0.2,78.80802832841873,47.71281051635742
5,-326.69519859,77,1392.83,31137,157696,-0.0022859953503939325,-0.0054062604904174805,0.00040961234,0.0,760,1e-05,-2.995506639033556,0.2,33.74850535988808,12.872245788574219
5,-326.62001853000004,78,1413.12,31532,159744,-0.0008259849779278739,0.0072081685066223145,0.00012577669,0.0,770,1e-05,-2.9975431889295576,0.2,52.915876913070676,30.963897705078125
5,-325.32964972999997,79,1432.1,31929,161792,-0.0008155631076078862,0.0008205175399780273,0.00014891048,0.0,780,1e-05,-2.9995512790977954,0.2,48.58008805513382,21.55004119873047
5,-324.61856457,80,1448.36,32333,163840,-0.001146226159471553,-0.004548907279968262,0.00022500838,0.0,790,1e-05,-2.9971512824296953,0.2,42.37662513852119,20.691835403442383
5,-329.13455212,81,1463.11,32733,165888,-0.0008472946268739179,0.0011556744575500488,7.910558e-05,0.0,800,1e-05,-2.9961949586868286,0.2,67.28111095428467,39.53786087036133
5,-332.67442578999993,82,1482.11,33137,167936,-0.001056758862978313,0.0015202760696411133,0.00014198961,0.0,810,1e-05,-2.995571906864643,0.2,59.392142462730405,35.420989990234375
5,-334.78860162999996,83,1495.04,33532,169984,-0.0008593005040893331,-0.010568499565124512,0.00018264598,0.000146484375,820,1e-05,-2.996393325924873,0.2,66.57392805814743,49.19160842895508
5,-336.10551268999996,84,1513.94,33934,172032,-0.0007355494228249882,0.004934906959533691,8.8884204e-05,0.0,830,1e-05,-2.9961500465869904,0.2,79.66224229335785,50.89113235473633
5,-339.7577332,85,1523.64,34339,174080,-0.0007185891496192198,-0.006314516067504883,5.2100717e-05,0.0,840,1e-05,-2.993290527164936,0.2,76.16777325868607,45.365142822265625
5,-344.54116965000003,86,1540.86,34746,176128,-0.0006975734366278629,7.390975952148438e-05,9.1710535e-05,4.8828125e-05,850,1e-05,-2.9912207201123238,0.2,74.77101668119431,43.27760314941406
5,-350.18525913999997,87,1556.48,35152,178176,-0.0007913693829323165,-0.0026657581329345703,0.00011801717,0.0,860,1e-05,-2.996500703692436,0.2,55.62342371940613,23.950740814208984
5,-352.79000233,88,1575.64,35560,180224,-0.001734889397630468,-0.007753133773803711,0.0002234276,0.0,870,1e-05,-2.991074774414301,0.2,54.56685412526131,27.71591567993164
5,-349.55070071999995,89,1582.25,35969,182272,-0.000497895160515327,-6.401538848876953e-05,0.00011230528,0.0,880,1e-05,-2.991492661833763,0.2,71.75586451292038,41.12465286254883
5,-351.38942079000003,90,1597.44,36377,184320,-0.001073959860514151,-0.004704117774963379,0.00018385492,0.0,890,1e-05,-2.987583354115486,0.2,61.887187987565994,27.64371681213379
5,-358.48258074,91,1616.58,36771,186368,-0.0009876480333332438,0.003101527690887451,9.309457e-05,0.0,900,1e-05,-2.99012778326869,0.2,83.34598249197006,33.914127349853516
5,-348.77333239,92,1622.59,37179,188416,-0.0012312682381889317,0.02120441198348999,0.00020280245,0.0,910,1e-05,-2.988797750324011,0.2,60.604048788547516,33.955711364746094
5,-348.68248310999996,93,1638.4,37589,190464,-0.0020692998863523827,0.0021674633026123047,0.00077966857,0.000830078125,920,1e-05,-2.990768973529339,0.2,33.476765137910846,16.137264251708984
5,-354.0500403099999,94,1652.88,38005,192512,-0.0012449042660591658,-0.008235931396484375,0.00015906795,0.0,930,1e-05,-2.9874410636723043,0.2,56.288007515668866,25.146509170532227
5,-356.64382254999987,95,1672.1,38410,194560,-0.0017535019374918192,0.0015456080436706543,0.00044217778,0.000244140625,940,1e-05,-2.988681588321924,0.2,44.241288071870805,20.147174835205078
5,-357.15620119,96,1686.16,38803,196608,-0.001352989463339327,-0.0024461746215820312,0.00024267973,4.8828125e-05,950,1e-05,-2.9879312597215177,0.2,42.942473435401915,21.067262649536133
5,-350.94454432,97,1705.07,39205,198656,-0.0006945069049834274,-0.016875267028808594,8.58969e-05,9.765625e-05,960,1e-05,-2.9855594538152217,0.2,55.83197175264358,28.144582748413086
5,-354.68716717,98,1723.9,39611,200704,-0.0006934435165021569,-0.004011631011962891,0.00013156273,0.000439453125,970,1e-05,-2.988988747447729,0.2,61.57328660488129,25.028589248657227
5,-357.29274214000003,99,1741.95,40012,202752,-0.0012170497793704271,0.0016710758209228516,0.00019250429,0.00029296875,980,1e-05,-2.9877264447510243,0.2,46.07049731016159,25.693008422851562
5,-357.97078754,100,1761.28,40414,204800,-0.0009864373671007343,-0.006276249885559082,0.00013275852,0.0,990,1e-05,-2.9851374424993993,0.2,49.27538316845894,24.621980667114258
5,-357.77213269999993,101,1778.39,40823,206848,-0.001017562297056429,0.0020272135734558105,0.00016156994,0.0,1000,1e-05,-2.9851681508123873,0.2,46.15775311589241,27.419126510620117
5,-361.70033813999993,102,1794.0,41232,208896,-0.001272564602550119,0.000488579273223877,0.00014549468,0.00029296875,1010,1e-05,-2.9868053987622263,0.2,33.62440455555916,17.80599594116211
5,-359.77998133999995,103,1811.51,41643,210944,-0.0012484248785767705,-0.0004895925521850586,0.0001995922,0.0,1020,1e-05,-2.986964513361454,0.2,50.712246626615524,35.172386169433594
5,-363.9438618299999,104,1826.2,42041,212992,-0.0008549852718715556,-0.003967165946960449,0.0001114427,0.0,1030,1e-05,-2.9868517704308033,0.2,68.01761312484741,37.02423095703125
5,-363.87008170999997,105,1843.2,42446,215040,-0.0014057011387194507,-0.003444194793701172,0.0002677376,9.765625e-05,1040,1e-05,-2.983681134879589,0.2,61.76112279891968,29.606706619262695
5,-362.53953483000004,106,1847.27,42860,217088,-0.0015227773488732054,-0.00036203861236572266,0.00020367213,0.0,1050,1e-05,-2.984110038727522,0.2,65.24993817806244,30.50131607055664
5,-366.91576557,107,1863.68,43272,219136,-0.0009897952288156376,-0.006852388381958008,0.0001470765,0.000146484375,1060,1e-05,-2.984647557884455,0.2,53.61546460986138,23.214765548706055
5,-368.79414836,108,1874.44,43689,221184,-0.002179796129348688,-0.006851673126220703,0.0005208716,0.001806640625,1070,1e-05,-2.9809456720948218,0.2,52.64132857322693,36.209293365478516
5,-376.43364926000004,109,1887.9,44104,223232,-0.000930187497579027,-0.004971027374267578,0.00010542391,0.000244140625,1080,1e-05,-2.9830156467854976,0.2,89.65656512975693,47.65073776245117
5,-383.39265808999994,110,1906.26,44522,225280,-0.0006997972515819129,-0.002989530563354492,7.5437914e-05,0.0,1090,1e-05,-2.982336640357971,0.2,60.90838445425034,29.07938003540039
5,-390.67979175,111,1925.12,44932,227328,-0.0006366142093611416,-0.012662768363952637,9.617963e-05,0.0,1100,1e-05,-2.9820694804191588,0.2,73.12987388372422,34.854339599609375
5,-383.03248391,112,1925.12,45351,229376,-0.0006219308881554753,0.0042154788970947266,0.00011952926,9.765625e-05,1110,1e-05,-2.982858411222696,0.2,59.50674580335617,32.79500961303711
5,-382.62656393,113,1940.19,45767,231424,-0.0012902163580292836,-0.004175662994384766,0.0004786037,0.0,1120,1e-05,-2.985206200182438,0.2,39.472028088569644,17.304914474487305
5,-387.07529587000005,114,1959.96,46179,233472,-0.0010235100315185263,0.0007383227348327637,0.00017958268,0.000390625,1130,1e-05,-2.9803227081894876,0.2,68.15765591859818,41.27463150024414
5,-392.73178652,115,1966.08,46592,235520,-0.0007406305223412347,-0.0208132266998291,8.6504646e-05,0.0,1140,1e-05,-2.973121850192547,0.2,92.93461172580719,41.3378791809082
5,-390.6244727900001,116,1966.08,47010,237568,-0.0010470891080331056,-0.0133744478225708,0.0002098376,0.0,1150,1e-05,-2.976000029593706,0.2,57.04747761487961,24.464139938354492
5,-393.61359158000005,117,1984.87,47427,239616,-0.0011868582747410982,0.0029535889625549316,0.00018116547,0.0,1160,1e-05,-2.979904217272997,0.2,62.032338643074034,31.275859832763672
5,-400.10356228000006,118,2003.05,47845,241664,-0.001338786909764167,-0.001381516456604004,0.0001720002,9.765625e-05,1170,1e-05,-2.9798581041395664,0.2,64.34482009410858,29.28406524658203
5,-397.21525861999993,119,2007.04,48262,243712,-0.001651631133427145,-0.00856161117553711,0.0004986598,0.000341796875,1180,1e-05,-2.978007147461176,0.2,31.175825372338295,12.118762969970703
5,-399.80636869,120,2015.49,48681,245760,-0.0007944716264319141,-0.003382086753845215,0.00014094313,0.0,1190,1e-05,-2.9734363347291946,0.2,48.71921489834786,22.150028228759766
5,-402.48885870000004,121,2027.52,49101,247808,-0.0009296052070567384,-0.010061979293823242,0.00023793316,0.000341796875,1200,1e-05,-2.9753625720739363,0.2,50.654765379428866,25.83036994934082
5,-402.0337270100001,122,2027.52,49525,249856,-0.0005476292095409008,-0.019385099411010742,5.057949e-05,0.0,1210,1e-05,-2.974282667785883,0.2,100.06771306991577,47.367210388183594
5,-405.37458006,123,2027.52,49942,251904,-0.0008473403308016713,-0.004737377166748047,0.00019943772,0.00087890625,1220,1e-05,-2.975990740209818,0.2,41.49312611222267,15.320083618164062
5,-406.70937441,124,2027.52,50361,253952,-0.0021061326187918894,-0.00179290771484375,0.0004301342,0.00029296875,1230,1e-05,-2.9717565938830375,0.2,86.11239242553711,39.2173957824707
5,-413.7558592,125,2043.48,50779,256000,-0.0011398555725463666,-0.005361080169677734,0.00015177787,0.0001953125,1240,1e-05,-2.9706810504198073,0.2,60.58026632070541,31.15585708618164
5,-418.81212896,126,2048.0,51200,258048,-0.0008516117100953125,0.003659486770629883,0.00018443057,0.000146484375,1250,1e-05,-2.973451940715313,0.2,44.15668050646782,25.9075870513916
5,-419.73814483,127,2048.0,51620,260096,-0.000660753702686634,-0.0084306001663208,0.00017379536,0.0005859375,1260,1e-05,-2.9730052061378958,0.2,68.65082792043685,36.13674545288086
5,-425.04226159999996,128,2048.0,52038,262144,-0.0003966051313909702,-0.01644444465637207,0.0001658012,0.000732421875,1270,1e-05,-2.9753742158412932,0.2,68.0618532538414,36.87763214111328
5,-429.36128014,129,2048.0,52457,264192,-0.001004565598850604,0.012892603874206543,0.0001262197,0.000634765625,1280,1e-05,-2.9720170594751836,0.2,72.90533899068832,27.946701049804688
5,-428.5333128799999,130,2048.0,52880,266240,-0.0015378140509710648,-0.012287020683288574,0.00042152882,0.000390625,1290,1e-05,-2.9744176015257837,0.2,45.99912548661232,20.88330078125
5,-431.73178034000006,131,2048.0,53301,268288,-0.0007746470437268727,0.0029344558715820312,0.00017687154,0.000341796875,1300,1e-05,-2.9709825851023197,0.2,77.40929955244064,37.33601379394531
5,-437.09791631,132,2048.0,53726,270336,-0.001302218191267457,-0.003621697425842285,0.0003080493,0.000341796875,1310,1e-05,-2.9741715654730796,0.2,121.11802167892456,69.24686431884766
5,-441.0246106,133,2048.0,54130,272384,-0.0008586195581301581,0.01062554121017456,0.000114530645,0.0,1320,1e-05,-2.9712932758033275,0.2,42.97837368249893,22.402833938598633
5,-435.9166355400001,134,2048.0,54546,274432,-0.00047060949727892874,0.009458065032958984,9.52328e-05,0.0,1330,1e-05,-2.972222608327866,0.2,68.230881524086,30.407886505126953
5,-431.6451357200001,135,2048.0,54965,276480,-0.0009571231938025448,-0.008885741233825684,0.00023062472,0.000390625,1340,1e-05,-2.9743275120854378,0.2,37.322691929340365,16.60038185119629
5,-429.06200469000004,136,2048.0,55385,278528,-0.0008788626786554232,0.0013495683670043945,0.0001703047,4.8828125e-05,1350,1e-05,-2.975428018718958,0.2,65.71071053743363,29.501985549926758
5,-425.56841656000006,137,2048.0,55808,280576,-0.002170792872493621,-0.008471012115478516,0.0004141772,0.0005859375,1360,1e-05,-2.9731511123478414,0.2,35.04839033484459,13.602008819580078
5,-433.5651977699999,138,2048.0,56230,282624,-0.0013653776186401956,-0.011667966842651367,0.00029842515,0.002880859375,1370,1e-05,-2.973369436711073,0.2,109.08732268810272,48.91371536254883
5,-431.91545039,139,2048.0,56651,284672,-0.0011943798624997725,-0.009181857109069824,0.00017106635,4.8828125e-05,1380,1e-05,-2.9746592015028,0.2,33.32449967861176,13.933043479919434
5,-437.94599665000004,140,2048.0,57069,286720,-0.0008533020045433659,0.0007163882255554199,0.00015576388,0.0005859375,1390,1e-05,-2.975341024249792,0.2,44.86276800632477,25.878150939941406
5,-438.53148749,141,2048.0,57490,288768,-0.0010928103511105292,0.001119077205657959,0.00025702929,0.000390625,1400,1e-05,-2.9763520628213884,0.2,47.599910193681715,25.344650268554688
5,-440.5582301299999,142,2048.0,57915,290816,-0.0006751096530933865,-0.004972696304321289,0.0001319235,0.0009765625,1410,1e-05,-2.9734783582389355,0.2,36.55530755519867,18.34821319580078
5,-444.23881851,143,2048.0,58332,292864,-0.002720156619034242,0.0027446746826171875,0.00091329135,0.000341796875,1420,1e-05,-2.9766183376312254,0.2,36.57670486569405,12.48507308959961
5,-448.97969251999996,144,2048.0,58744,294912,-0.001656919038214255,-0.00251924991607666,0.00061830203,0.003173828125,1430,1e-05,-2.9780539102852344,0.2,52.191711431741716,23.05948257446289
5,-449.5596696900001,145,2048.0,59154,296960,-0.0014762594597414135,-0.03397512435913086,0.0002920139,0.000146484375,1440,1e-05,-2.9781436257064344,0.2,40.04797272086144,14.53238296508789
5,-450.70116349000006,146,2048.0,59560,299008,-0.0006562704205862246,0.014114558696746826,0.00019493615,0.0005859375,1450,1e-05,-2.979492250084877,0.2,38.01006000638008,20.325439453125
5,-449.86006913,147,2048.0,59964,301056,-0.0007650963743799366,-0.003125905990600586,0.00010207479,0.000341796875,1460,1e-05,-2.9769522465765474,0.2,75.72735335826874,36.014801025390625
