time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/clip_fraction,train/entropy_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/value_loss,train/loss,train/explained_variance
5,1,409,2048,224.33333333333334,25.075987,,,,,,,,,,
4,2,831,4096,207.6315789473684,20.657707000000002,1e-05,0.0,-1.0984950423240663,10,0.0004186618,-0.0019776675289904233,0.2,28.672061306238174,25.0078182220459,0.01221621036529541
