,0,1,2,3
0,2.896613990462929,0.0,462.0,28000.0
1,2.9669204545815533,16.667116725773397,273.0,-34000.0
2,2.9340964271545906,-7.935899772375165,-804.0,-10000.0
3,2.855541211872475,-6.024991412098342,-1333.0,-25000.0
4,2.7985687131690895,0.0,-1956.0,2000.0
5,2.782821983319221,-11.631701192632244,-2133.0,-9000.0
6,2.7367008673047097,4.684625098390139,-2992.0,-33000.0
7,2.7367008673047097,-3.1824207111226173,-3791.0,14000.0
8,2.7367008673047097,0.0,-3073.0,29000.0
9,2.7985687131690895,0.0,-2233.0,2000.0
10,2.8632929945846817,0.0,-2369.0,-13000.0
11,2.8632929945846817,0.0,-1990.0,28000.0
12,2.9304993203670464,0.0,-907.0,38000.0
13,3.0750244898139694,12.44298472419939,-327.0,-29000.0
14,2.9304993203670464,-17.20431323331052,42.0,43000.0
15,2.999695598985629,0.0,1416.0,23000.0
16,2.999695598985629,0.0,1845.0,-10000.0
17,2.9441970937399122,-12.71074330815434,941.0,-32000.0
18,2.8632929945846817,-1.6028442852156444,-61.0,-12000.0
19,2.7367008673047097,0.0,116.0,24000.0
20,2.677945044588987,-9.830459222140767,687.0,28000.0
21,2.647651284670212,0.0,67.0,-48000.0
22,2.677945044588987,5.293993368636903,-173.0,48000.0
23,2.62244653934327,0.0,1274.0,36000.0
24,2.647651284670212,-3.648668688328662,2147.0,45000.0
25,2.7367008673047097,6.211775823352076,3136.0,38000.0
26,2.7985687131690895,11.898282309952426,4204.0,20000.0
27,2.8632929945846817,4.097793943596758,5472.0,41000.0
28,3.070285188804503,7.297680583068238,6753.0,19000.0
29,-3.0771658141642395,0.16822366213942905,6963.0,-13000.0
30,-3.0940095503128098,-1.737907197173095,7119.0,21000.0
31,3.0981417581982624,403.75802787030835,6873.0,-35000.0
32,3.0981417581982624,0.0,6106.0,-28000.0
33,0.0,0.0,5487.0,-23000.0
34,3.1031500635686053,194.36644651194754,4987.0,-15000.0
35,3.1031500635686053,0.33864174666444413,4241.0,-30000.0
36,2.850135859111926,-8.032610006099848,4119.0,34000.0
37,2.9441970937399122,0.0,4059.0,-44000.0
38,2.9147938055359073,1.7864646599314375,2661.0,-20000.0
39,2.912360720312798,3.419798684628232,2281.0,8000.0
40,2.8068558162729786,-3.227982690345884,3095.0,32000.0
41,2.62244653934327,-16.05220497220968,4089.0,11000.0
42,2.7291822119924056,0.0,5023.0,40000.0
43,3.0999500744912045,4.905052744204486,5038.0,-42000.0
44,3.058451421701352,-4.667220968796654,3560.0,-10000.0
45,3.046640947247037,0.8022507642853921,2270.0,-43000.0
46,3.1016139664665032,0.43273004044529084,1281.0,20000.0
47,3.1016139664665032,-0.7090312928039487,1762.0,23000.0
48,0.0,0.0,2377.0,9000.0
49,0.0,0.0,2881.0,21000.0
50,0.0,0.0,3371.0,-6000.0
51,-3.1016139664665032,0.0,3198.0,-7000.0
52,0.0,522.9860860781154,2760.0,-19000.0
53,3.061762667877556,-3.7534460854400553,3175.0,35000.0
54,3.1016139664665032,5.453457131380637,3967.0,38000.0
55,3.0999500744912045,2.7589498487173025,4848.0,-17000.0
56,3.026716048172894,0.0,5382.0,37000.0
57,2.976443976175166,0.0,6438.0,-20000.0
58,2.9516043656710775,-5.122859811097014,6417.0,25000.0
59,2.9648837975197564,0.8767066552607564,6976.0,18000.0
60,2.9516043656710775,0.0,7315.0,-7000.0
61,2.9516043656710775,0.0,6174.0,-46000.0
62,2.9516043656710775,1.1301691629674195,4924.0,-35000.0
63,2.8461518164460733,0.0,4171.0,21000.0
64,2.8461518164460733,-4.995892283345413,4668.0,-2000.0
65,2.833539872566017,-3.3808665374142204,4661.0,4000.0
66,2.976443976175166,-1.2664073963269264,4042.0,-34000.0
67,3.054854314913808,7.156982997750974,3702.0,33000.0
68,0.0,0.0,4373.0,-20000.0
69,-3.0981417581982624,0.0,3893.0,-9000.0
70,-3.0750244898139694,0.0,3943.0,13000.0
71,-3.0999500744912045,-7.4638921694292515,3847.0,-24000.0
72,-3.0981417581982624,-0.3875019076658993,3157.0,-13000.0
73,-3.104572537715863,0.3226990346487362,4452.0,50000.0
74,0.0,400.04672851710586,6153.0,26000.0
75,-3.1016139664665032,-0.35389801052551995,6802.0,2000.0
76,0.0,601.9392867854118,6795.0,-7000.0
77,3.104572537715863,631.7446639448765,6767.0,11000.0
78,3.064820762320015,0.0,8131.0,42000.0
79,2.988943325194528,-0.5294891086919624,8421.0,-45000.0
80,2.9304993203670464,-4.550526466431204,6993.0,3000.0
81,2.819842099193151,2.108808641341536,8373.0,43000.0
82,2.7532739354173272,-4.059666388466468,9273.0,37000.0
83,2.819842099193151,1.2441677150508357,10366.0,0.0
84,2.9147938055359073,0.0,10343.0,-3000.0
85,2.896613990462929,0.0,10983.0,29000.0
86,2.988943325194528,5.378677311709544,12182.0,43000.0
87,3.0221637275714546,-0.26068779023401417,13625.0,-1000.0
88,3.1031500635686053,-0.8063937385079073,14393.0,33000.0
89,-3.070285188804503,0.0,14324.0,-38000.0
90,-3.096169374168216,-958.078541499225,13172.0,4000.0
91,-3.0999500744912045,-334.10764202998143,14183.0,41000.0
92,3.0940095503128098,0.0,15173.0,36000.0
93,0.0,-251.45746072150092,16059.0,41000.0
94,0.0,0.0,16213.0,-43000.0
95,3.1031500635686053,0.0,15290.0,-50000.0
96,2.9829373914033916,-7.059902157059138,13476.0,-11000.0
97,2.8785979219088738,1.7327409374255613,14042.0,30000.0
98,2.761086276477428,-7.670987144073805,14794.0,29000.0
99,2.9147938055359073,-1.2050067578255526,15146.0,-28000.0
100,2.833539872566017,0.0,15716.0,43000.0
101,2.8068558162729786,-2.113144723665834,16700.0,39000.0
102,2.8461518164460733,-2.528278905846821,17549.0,38000.0
103,3.064820762320015,0.5582112347630468,17869.0,-40000.0
104,3.070285188804503,-5.861088363215743,16671.0,-11000.0
105,3.070285188804503,0.8677342922648863,16483.0,6000.0
106,3.058451421701352,0.2602929349312834,16882.0,19000.0
107,3.058451421701352,0.2940260633255117,17394.0,28000.0
