,0
464,-0.913811548620257
465,-0.9383431168171101
466,-0.9320046715412958
467,-0.9438583563660173
468,-0.9728062146853669
469,-0.9670745372626464
470,-0.9701425001453319
471,-0.9701425001453319
472,-0.9701425001453319
473,-0.9889363528682975
474,-0.9965457582448796
475,-0.9989685402102996
476,-0.9958932064677039
477,-0.9965457582448796
478,-0.9965457582448796
479,-0.9922778767136676
480,-0.978980419737605
481,-0.9728062146853669
482,-0.9805806756909201
483,-0.9820064469806473
484,-0.9805806756909201
485,-0.9820064469806473
486,-0.9938837346736189
487,-0.997458699830735
488,-0.9988681377244376
489,-0.9986178293325098
490,1.0
491,-0.9991330730923519
492,-0.9993628543475496
493,-0.9993148337667671
494,-0.9934089358711311
495,-0.9852117548196745
496,-0.9771763639228009
497,-0.9676172723968438
498,-0.96
499,-0.9615239476408232
500,-0.9629640197141817
501,-0.9805806756909201
502,-0.9922778767136676
503,-0.9958932064677039
504,-0.9988681377244376
505,1.0
506,1.0
507,-0.9987523388778446
508,-0.9986178293325098
509,1.0
510,-0.987762965329069
511,-0.9544799780350296
512,-0.9363291775690444
513,-0.916157334902189
514,-0.8944271909999159
515,-0.904818702200994
516,-0.8837879163470618
517,-0.9544799780350296
518,-0.9734171683335759
519,-0.9982743731749959
520,-0.9980525784828885
521,1.0
522,1.0
523,1.0
524,-0.9980525784828885
525,-0.9701425001453319
526,-0.9701425001453319
527,-0.9544799780350296
528,-0.9363291775690444
529,-0.916157334902189
530,-0.8944271909999159
531,-0.8479983040050879
532,-0.916157334902189
533,-0.916157334902189
534,-0.9363291775690444
535,-0.9363291775690444
536,-0.9544799780350296
537,-0.9863939238321437
538,1.0
539,-0.9931506043228762
540,-0.9701425001453319
541,-0.9828721869343219
542,-0.9982743731749959
543,-0.9980525784828885
544,1.0
545,-0.9922778767136676
546,-0.9701425001453319
547,-0.9363291775690444
548,-0.8715755371245492
549,-0.8064049958557054
550,-0.8
551,-0.8320502943378437
552,-0.8944271909999159
553,-0.9363291775690444
554,-0.9429903335828895
555,-0.9593655015712705
556,-0.9734171683335759
557,-0.9984603532054124
558,-0.9984603532054124
559,-0.9593655015712705
560,-0.9486832980505138
561,-0.9486832980505138
562,-0.9429903335828895
563,-0.9544799780350296
564,-0.9847835588179368
565,-0.9938837346736189
566,-0.9899494936611665
567,-0.9557790087219501
568,-0.8944271909999159
569,-0.838443616300637
570,-0.8436614877321074
571,-0.9010016697590998
572,-0.9170700562532349
573,-0.9524241471993241
574,-0.9566738804288585
575,-0.9906211292434748
576,-0.9993628543475496
577,-0.978980419737605
578,-0.9656157585206697
579,-0.9656157585206697
580,-0.9524241471993241
581,-0.9587981127083872
582,-0.96
583,-0.9723873019805175
584,-0.9977851578566089
585,-0.996815278536125
586,-0.9566738804288585
587,-0.9615239476408232
588,-0.9209672510685588
589,-0.9209672510685588
590,-0.9260923597695476
591,-0.9153150324227655
592,-0.930751493440347
593,-0.9615239476408232
594,-0.978980419737605
595,-0.9892034623538708
596,-0.996815278536125
597,-0.9992009587217894
598,-0.996240588195683
599,-0.9874406319167053
600,-0.9701425001453319
601,-0.9701425001453319
602,0.0
603,-0.8858315352801552
604,-0.7863183388224226
605,-0.9061831399952655
606,-0.9828721869343219
607,1.0
608,-0.9615239476408232
609,-0.9191450300180579
610,-0.9079593845004515
611,-0.9333456062030595
612,-0.9743911956946198
613,-0.9899494936611665
614,-0.9970544855015816
615,-0.9743911956946198
616,-0.8682431421244591
617,-0.8221921916437784
618,-0.7633862853691145
619,-0.7071067811865475
620,-0.7348034446274878
621,-0.7633862853691145
622,-0.7633862853691145
623,-0.7926239891046001
624,-0.8221921916437784
625,-0.8944271909999159
626,-0.9557790087219501
627,-0.9743911956946198
628,-0.9970544855015816
629,-0.9778024140774094
630,-0.9778024140774094
631,-0.9883716976506172
632,1.0
633,-0.9615239476408232
634,-0.9079593845004515
635,-0.7926239891046001
636,-0.7926239891046001
637,-0.7926239891046001
638,-0.8804710999221753
639,-0.8944271909999159
640,-0.8944271909999159
641,-0.9417419115948373
642,-0.9557790087219501
643,-0.9970544855015816
644,-0.9970544855015816
645,-0.997458699830735
646,1.0
647,1.0
648,1.0
649,-0.997458699830735
650,-0.9557790087219501
651,-0.9333456062030595
652,-0.8804710999221753
653,-0.8516583167045437
654,-0.8516583167045437
655,-0.8221921916437784
656,-0.8221921916437784
657,-0.8221921916437784
658,-0.8516583167045437
659,-0.8516583167045437
660,-0.8804710999221753
661,-0.8804710999221753
662,-0.9333456062030595
663,-0.9557790087219501
664,-0.9743911956946198
665,-0.9970544855015816
666,1.0
667,-0.9970544855015816
668,-0.9970544855015816
669,-0.997458699830735
670,-0.997458699830735
671,1.0
672,-0.9557790087219501
673,-0.9079593845004515
674,-0.8804710999221753
675,-0.7926239891046001
676,-0.7926239891046001
677,-0.8320502943378437
678,-0.7926239891046001
679,-0.8221921916437784
680,-0.8221921916437784
681,-0.8516583167045437
682,-0.8804710999221753
683,-0.9079593845004515
684,-0.9778024140774094
685,-0.9883716976506172
686,1.0
687,1.0
688,-0.9970544855015816
689,-0.997458699830735
690,-0.9970544855015816
691,-0.997458699830735
692,-0.9970544855015816
693,-0.9970544855015816
694,-0.9899494936611665
695,-0.9899494936611665
696,-0.9743911956946198
697,-0.9333456062030595
698,-0.8804710999221753
699,-0.8516583167045437
700,-0.7926239891046001
701,-0.7926239891046001
702,-0.8221921916437784
703,-0.8804710999221753
704,-0.9828721869343219
705,-0.9778024140774094
706,-0.9883716976506172
707,-0.9970544855015816
708,1.0
709,1.0
710,1.0
711,-0.9977851578566089
712,-0.994505452921406
713,-0.9954954725939522
714,-0.9544799780350296
715,-0.9566738804288585
716,-0.9284766908852593
717,-0.9119215051751063
718,-0.9037378388935388
719,-0.9284766908852593
720,-0.9647638212377321
721,-0.9723873019805175
722,-0.9751328557914597
723,-0.9852117548196745
724,-0.9863939238321437
725,-0.9934089358711311
726,-0.9934089358711311
727,-0.9916004111862217
728,-0.9989685402102996
729,-0.9992009587217894
730,-0.996240588195683
731,-0.997630328422983
732,-0.9988681377244376
733,-0.9938837346736189
734,-0.9994449069791543
735,-0.992876838486922
736,-0.9429903335828895
737,-0.9578262852211513
738,-0.9486832980505138
739,-0.9676172723968438
740,-0.9566738804288585
741,-0.9529257800132619
742,-0.9820064469806473
743,-0.9751328557914597
744,-0.9838699100999074
745,-0.9991330730923519
746,-0.9992009587217894
747,-0.987762965329069
748,-0.9987523388778446
749,-0.9916004111862217
750,-0.9922778767136676
751,-0.9899494936611665
752,-0.9970544855015816
753,-0.9863939238321437
754,-0.9701425001453319
755,-0.9676172723968438
756,-0.9615239476408232
757,-0.9647638212377321
758,-0.978980419737605
759,-0.9863939238321437
760,-0.978980419737605
761,-0.992876838486922
762,-0.996815278536125
763,-0.996815278536125
764,-0.9899494936611665
765,-0.9989685402102996
766,-0.9990561583550596
767,-0.9992009587217894
768,-0.9990561583550596
769,-0.9988681377244376
770,1.0
771,1.0
772,-0.996240588195683
773,-0.9899494936611665
774,-0.9838699100999074
775,-0.9852117548196745
776,-0.9805806756909201
777,-0.9438583563660173
778,-0.96
779,-0.9629640197141817
780,-0.9647638212377321
781,-0.9874406319167053
782,-0.9922778767136676
783,-0.9916004111862217
784,-0.9991330730923519
785,1.0
786,1.0
787,1.0
788,-0.9916004111862217
789,-0.9823385664224746
790,-0.9852117548196745
791,-0.9863939238321437
792,-0.9647638212377321
793,-0.9429903335828895
794,-0.9751328557914597
795,-0.996240588195683
796,-0.9908301680442989
797,-0.9990561583550596
798,-0.9965457582448796
799,-0.9991330730923519
800,-0.996815278536125
801,-0.9771763639228009
802,-0.978980419737605
803,0.0
804,-0.9805806756909201
805,-0.9883716976506172
806,-0.9883716976506172
807,-0.9615239476408232
808,-0.9662349396012463
809,-0.9615239476408232
810,-0.9486832980505138
811,-0.9486832980505138
812,-0.9284766908852593
813,-0.9191450300180579
814,-0.9486832980505138
815,-0.9615239476408232
816,-0.9557790087219501
817,-0.9662349396012463
818,-0.9544799780350296
819,-0.9662349396012463
820,-0.9899494936611665
821,-0.9912279006826347
822,-0.997458699830735
823,-0.9778024140774094
824,-0.9778024140774094
825,-0.9743911956946198
826,-0.9557790087219501
827,-0.9417419115948373
828,-0.9079593845004515
829,-0.8516583167045437
830,-0.8823529411764705
831,-0.8682431421244591
832,-0.8411784753765534
833,-0.9191450300180579
834,-0.9417419115948373
835,-0.9615239476408232
836,-0.9615239476408232
837,-0.9662349396012463
838,-0.9615239476408232
839,-0.9778024140774094
840,-0.9805806756909201
841,-0.9922778767136676
842,1.0
843,1.0
844,-0.9982743731749959
845,-0.9977851578566089
846,-0.9922778767136676
847,-0.9805806756909201
848,-0.9486832980505138
849,-0.8411784753765534
850,-0.8411784753765534
851,-0.8411784753765534
852,-0.8574929257125442
853,-0.8944271909999159
854,-0.916157334902189
855,-0.9544799780350296
856,-0.9828721869343219
857,-0.9922778767136676
858,-0.9980525784828885
859,-0.9980525784828885
860,1.0
861,-0.9982743731749959
862,1.0
863,1.0
864,1.0
865,-0.9987523388778446
866,-0.9988681377244376
867,-0.9899494936611665
868,-0.9889363528682975
869,-0.9578262852211513
870,-0.9566738804288585
871,-0.9529257800132619
872,-0.9529257800132619
873,-0.9444967967061592
874,-0.9529257800132619
875,-0.934487734928968
876,-0.9629640197141817
877,-0.9629640197141817
878,-0.9676172723968438
879,-0.9922778767136676
880,-0.996240588195683
881,1.0
882,-0.9992009587217894
883,-0.9994449069791543
884,-0.996815278536125
885,-0.992876838486922
886,-0.997458699830735
887,-0.996815278536125
888,-0.9992611746313143
889,-0.9991330730923519
890,-0.9992009587217894
891,-0.9874406319167053
892,-0.96
893,-0.9557790087219501
894,-0.9486832980505138
895,-0.9486832980505138
896,-0.9486832980505138
897,-0.9566738804288585
898,-0.9566738804288585
899,-0.9529257800132619
900,-0.9751328557914597
901,-0.9916004111862217
902,-0.996240588195683
903,-0.9987523388778446
904,-0.9908301680442989
905,-0.9958932064677039
906,-0.9988681377244376
907,1.0
908,1.0
909,-0.9989685402102996
910,-0.9922778767136676
911,-0.9723873019805175
912,-0.9738412097417932
913,-0.9701425001453319
914,-0.9701425001453319
915,-0.9701425001453319
916,-0.9723873019805175
917,-0.9899494936611665
918,-0.9970544855015816
919,-0.997267754456709
920,-0.9992009587217894
921,1.0
922,1.0
923,-0.9993628543475496
924,-0.9992611746313143
925,-0.9990561583550596
926,-0.9991330730923519
927,1.0
928,1.0
929,-0.9989685402102996
930,-0.9852117548196745
931,-0.939793423488437
932,-0.9255469562056767
933,-0.9170700562532349
934,-0.9629640197141817
935,-0.9629640197141817
936,-0.978980419737605
937,1.0
938,-0.996815278536125
939,-0.9946917938265513
940,-0.994309153919809
941,-0.9874406319167053
942,-0.9883716976506172
943,1.0
944,-0.9993628543475496
945,-0.9938837346736189
946,-0.9916004111862217
947,-0.9771763639228009
948,-0.9566738804288585
949,-0.9255469562056767
950,-0.9191450300180579
951,-0.8944271909999159
952,-0.9119215051751063
953,-0.934487734928968
954,-0.9320046715412958
955,-0.9701425001453319
956,-0.9863939238321437
957,-0.9931506043228762
958,1.0
959,-0.9982743731749959
960,-0.9828721869343219
961,-0.9805806756909201
962,-0.9977851578566089
963,-0.9980525784828885
964,-0.9912279006826347
965,-0.9363291775690444
966,-0.9061831399952655
967,-0.8944271909999159
968,-0.8762159086766469
969,-0.8654262854811261
970,-0.8654262854811261
971,-0.8762159086766469
972,-0.9103664774626047
973,-0.9587981127083872
974,-0.9844275755084819
975,-0.9970544855015816
976,-0.9993148337667671
977,-0.9922778767136676
978,-0.9676172723968438
979,-0.9647638212377321
980,-0.9676172723968438
981,-0.9676172723968438
982,-0.978980419737605
983,-0.9965457582448796
984,-0.996240588195683
985,-0.9771763639228009
986,-0.96
987,-0.9408874118687268
988,-0.9333456062030595
989,-0.9015230574682735
990,-0.8944271909999159
991,-0.8725060159497199
992,-0.8944271909999159
993,-0.8944271909999159
994,-0.9284766908852593
995,-0.9679968981658008
996,-0.994309153919809
997,-0.9993628543475496
998,-0.9832820049844602
999,-0.9524241471993241
1000,-0.9090648228942841
1001,-0.9230769230769229
1002,-0.9486832980505138
1003,-0.9751328557914597
1004,0.0
1005,1.0
1006,-0.9216353751380654
1007,-0.7863183388224226
1008,-0.7863183388224226
1009,-0.8411784753765534
1010,-0.9061831399952655
1011,-0.9701425001453319
1012,-0.9701425001453319
1013,-0.9363291775690444
1014,-0.916157334902189
1015,-0.7327934916262991
1016,-0.6139406135149201
1017,-0.6139406135149201
1018,-0.6357072528610995
1019,-0.682318250360011
1020,-0.8682431421244591
1021,-0.9417419115948373
1022,-0.9778024140774094
1023,-0.9191450300180579
1024,-0.9284766908852593
1025,-0.9191450300180579
1026,-0.9805806756909201
1027,-0.9912279006826347
1028,1.0
1029,-0.9778024140774094
1030,-0.9486832980505138
1031,-0.8682431421244591
1032,-0.6804510993672778
1033,-0.6804510993672778
1034,-0.7761140001162654
1035,-0.9284766908852593
1036,-0.994505452921406
1037,-0.9847835588179368
1038,-0.9544799780350296
1039,-0.9320046715412958
1040,-0.9320046715412958
1041,-0.916157334902189
1042,-0.9734171683335759
1043,-0.9980525784828885
1044,-0.9982743731749959
1045,-0.9977851578566089
1046,-0.9544799780350296
1047,-0.9593655015712705
1048,-0.8944271909999159
1049,-0.7592566023652965
1050,-0.658504607868518
1051,-0.7071067811865475
1052,-0.7327934916262991
1053,-0.813733471206735
1054,-0.8944271909999159
1055,-0.9805806756909201
1056,-0.9980525784828885
1057,-0.9922778767136676
1058,-0.9828721869343219
1059,-0.9284766908852593
1060,-0.9191450300180579
1061,-0.9284766908852593
1062,-0.9662349396012463
1063,-0.9899494936611665
1064,-0.9828721869343219
1065,-0.9061831399952655
1066,-0.8411784753765534
1067,-0.8064049958557054
1068,-0.7327934916262991
1069,-0.7327934916262991
1070,-0.7761140001162654
1071,-0.8320502943378437
1072,-0.8574929257125442
1073,-0.9635179096299407
1074,-0.9980525784828885
1075,-0.9805806756909201
1076,-0.9662349396012463
1077,-0.9593655015712705
1078,-0.9635179096299407
1079,-0.9544799780350296
1080,-0.9823385664224746
1081,-0.9916004111862217
1082,-0.996240588195683
1083,-0.9965457582448796
1084,-0.9844275755084819
1085,-0.9486832980505138
1086,-0.9444967967061592
1087,-0.9230769230769229
1088,-0.9284766908852593
1089,-0.9191450300180579
1090,-0.939793423488437
1091,-0.934487734928968
1092,-0.96
1093,-0.9701425001453319
1094,-0.9922778767136676
1095,-0.9916004111862217
1096,-0.9992009587217894
1097,-0.9992611746313143
1098,-0.997267754456709
1099,-0.9970544855015816
1100,-0.992876838486922
1101,-0.9852117548196745
1102,-0.9916004111862217
1103,-0.9958932064677039
1104,1.0
1105,-0.9899494936611665
1106,-0.9728062146853669
1107,-0.9578262852211513
1108,-0.9438583563660173
1109,-0.853281833651959
1110,-0.8169678632647616
1111,-0.8169678632647616
1112,-0.8253072612498317
1113,-0.8320502943378437
1114,-0.8
1115,-0.9486832980505138
1116,-0.9847835588179368
1117,-0.9980525784828885
1118,-0.9922778767136676
1119,-0.9805806756909201
1120,-0.9828721869343219
1121,-0.9701425001453319
1122,-0.9922778767136676
1123,1.0
1124,-0.9805806756909201
1125,-0.916157334902189
1126,-0.8064049958557054
1127,-0.8454889030309711
1128,-0.8253072612498317
1129,-0.838443616300637
1130,-0.838443616300637
1131,-0.8574929257125442
1132,-0.9486832980505138
1133,-0.9958932064677039
1134,-0.9958932064677039
1135,-0.9838699100999074
1136,-0.9751328557914597
1137,-0.9676172723968438
1138,-0.9701425001453319
1139,-0.978980419737605
1140,-0.9852117548196745
1141,-0.9990561583550596
1142,-0.9908301680442989
1143,-0.9863939238321437
1144,-0.9647638212377321
1145,-0.9566738804288585
1146,-0.9312427797057534
1147,-0.8574929257125442
1148,-0.8436614877321074
1149,-0.8705628387201342
1150,-0.8609265282143155
1151,-0.9090648228942841
1152,-0.9255469562056767
1153,-0.9486832980505138
1154,-0.9751328557914597
1155,-0.9988681377244376
1156,-0.9958932064677039
1157,-0.9823385664224746
1158,-0.9615239476408232
1159,-0.9889363528682975
1160,-0.9986178293325098
1161,1.0
1162,-0.9938837346736189
1163,-0.9486832980505138
1164,-0.913811548620257
1165,-0.8741572761215377
1166,-0.853281833651959
1167,-0.8050558373533678
1168,-0.8454889030309711
1169,-0.8944271909999159
1170,-0.913811548620257
1171,-0.9535826651341416
1172,-0.9984603532054124
1173,1.0
1174,-0.9847835588179368
1175,-0.9284766908852593
1176,-0.9284766908852593
1177,-0.9828721869343219
1178,-0.9977851578566089
1179,-0.997458699830735
1180,-0.9284766908852593
1181,-0.8411784753765534
1182,-0.813733471206735
1183,-0.7592566023652965
1184,-0.7808688094430302
1185,-0.7863183388224226
1186,-0.8320502943378437
1187,-0.813733471206735
1188,-0.9061831399952655
1189,-0.9615239476408232
1190,-0.997458699830735
1191,1.0
1192,-0.997458699830735
1193,-0.9970544855015816
1194,-0.9970544855015816
1195,-0.9899494936611665
1196,-0.997458699830735
1197,1.0
1198,-0.9805806756909201
1199,-0.9778024140774094
1200,-0.9615239476408232
1201,-0.9079593845004515
1202,-0.8804710999221753
1203,-0.8221921916437784
