,angle,angle_velocity,position,position_velocity,reward,time
0,3.026716048172894,0.0,-7540.0,-60000.0,0.0,1713865711.8473225
1,-3.0521191909376415,2.978828645725719,-2464.0,60000.0,0.02978828645725719,1713865712.095092
2,-2.843093722003614,1.5062347791903297,4142.0,60000.0,0.015062347791903297,1713865712.2231817
3,-2.8083483524781205,0.0,10772.0,60000.0,0.0,1713865712.351483
4,2.8563525366845006,-3.342694267538917,5834.0,-60000.0,0.03342694267538917,1713865712.601085
5,2.5308217151066335,-2.377387158108471,-765.0,-60000.0,0.02377387158108471,1713865712.7301884
6,2.5212529752153032,2.197102350399474,-7412.0,-60000.0,0.02197102350399474,1713865712.8602233
7,-2.7747063896018376,5.090185793673138,-2343.0,60000.0,0.05090185793673138,1713865713.1082761
8,-2.370376747541719,2.202265320640437,4494.0,60000.0,0.02202265320640437,1713865713.2413132
9,-2.8672466933076337,-6.005276912082312,-450.0,-60000.0,0.06005276912082312,1713865713.490179
10,2.6782255542003544,-6.890952480344843,-7058.0,-60000.0,0.06890952480344843,1713865713.6193883
11,2.3488039379886403,3.117994145240404,-2056.0,60000.0,0.03117994145240404,1713865713.8678694
12,-3.0268267118958128,5.225743518129555,-6981.0,-60000.0,0.052257435181295546,1713865714.1165457
13,-2.377467876216406,0.9583583133288903,-1910.0,60000.0,0.009583583133288904,1713865714.363611
14,-2.4374590064341923,-2.5937995606599022,4669.0,60000.0,0.025937995606599023,1713865714.490582
15,-2.8433466654635358,-3.9667274121326566,11250.0,60000.0,0.03966727412132656,1713865714.6186676
16,2.183396679571295,-2.6635470917748094,6223.0,-60000.0,0.026635470917748094,1713865714.8656366
17,2.444156760255846,6.201110884526765,11321.0,60000.0,0.06201110884526764,1713865715.1127892
18,-2.93971520425816,8.431386396958217,17982.0,60000.0,0.08431386396958217,1713865715.241813
19,-2.302399997176319,4.096145583019706,24532.0,60000.0,0.040961455830197065,1713865715.3688304
20,-2.444766806210017,-4.20285019369927,19486.0,-60000.0,0.042028501936992695,1713865715.6163735
21,3.077709821360901,363.69775861401314,12892.0,-60000.0,3.6369775861401314,1713865715.7448306
22,2.261858143656438,-6.974868844597045,6255.0,-60000.0,0.06974868844597044,1713865715.8754828
23,2.0344439357957027,0.0,-339.0,-60000.0,0.0,1713865716.0038614
24,2.2086276302492465,3.780049912570923,-6887.0,-60000.0,0.03780049912570923,1713865716.1320934
25,-2.3786732298967936,5.221418731949954,-1690.0,60000.0,0.05221418731949954,1713865716.383134
26,-1.9737863149604984,1.4604437398710088,4953.0,60000.0,0.014604437398710089,1713865716.5117953
27,-1.97672385771334,-1.7829584680584238,11622.0,60000.0,0.017829584680584237,1713865716.6409042
28,-2.452739767042654,-5.253208447358736,18226.0,60000.0,0.05253208447358736,1713865716.768825
29,1.8692872984020221,-4.505888092962427,13141.0,-60000.0,0.04505888092962427,1713865717.0167596
30,1.8954190538910556,2.8033465521772594,18130.0,60000.0,0.028033465521772594,1713865717.2671127
31,2.7460486285698917,8.56768770373142,24842.0,60000.0,0.08567687703731419,1713865717.396018
32,-2.277315183259104,6.494687486188226,31448.0,60000.0,0.06494687486188226,1713865717.5240815
33,-1.8837769754405647,-1.2325553427899785,26436.0,-60000.0,0.012325553427899785,1713865717.774049
34,3.0271568258041923,299.3938050007394,31498.0,60000.0,2.993938050007394,1713865718.0220473
35,2.075513359515728,-4.15465463135908,38188.0,60000.0,0.0415465463135908,1713865718.1518855
36,1.8643853142036464,-0.2941273798296784,44803.0,60000.0,0.002941273798296784,1713865718.2799673
37,2.5573975643358335,6.111413312255789,39855.0,-60000.0,0.06111413312255789,1713865718.5310078
38,-2.679203790867541,8.82787996878403,33159.0,-60000.0,0.0882787996878403,1713865718.6601179
39,-2.1305328729115574,2.3596130892907725,26617.0,-60000.0,0.023596130892907727,1713865718.7880733
40,-2.030936898384716,-1.1491800104833279,20014.0,-60000.0,0.01149180010483328,1713865718.917053
41,-2.3429028979839313,-5.071618108056583,13267.0,-60000.0,0.05071618108056583,1713865719.049012
42,2.4114566343357455,-5.11076782523123,18245.0,60000.0,0.0511076782523123,1713865719.297341
43,2.1561978900325105,-0.7124988176519949,25171.0,60000.0,0.0071249881765199485,1713865719.4314754
44,2.6138938145315254,4.11278689194139,20238.0,-60000.0,0.0411278689194139,1713865719.6804771
45,-2.9643714064599593,6.681517800649944,13565.0,-60000.0,0.06681517800649944,1713865719.8112645
46,-2.452155358900216,4.167384443233899,6891.0,-60000.0,0.041673844432338986,1713865719.9420452
47,-2.3216309938977733,-0.9008806582351213,189.0,-60000.0,0.009008806582351214,1713865720.0724487
48,-2.544755019533094,-2.061500938859727,-6305.0,-60000.0,0.02061500938859727,1713865720.1995208
49,1.0471975511965976,238.21257981434266,-12805.0,-60000.0,2.3821257981434267,1713865720.3266058
50,2.4775464907631086,0.0,-7711.0,60000.0,0.0,1713865720.5742497
51,2.6723958744021736,3.1618887808085203,-1092.0,60000.0,0.0316188878080852,1713865720.7022865
52,-2.976497005353378,1.5868174404483186,-6147.0,-60000.0,0.015868174404483185,1713865720.9486609
53,-2.647651284670212,0.0,-1164.0,60000.0,0.0,1713865721.1982305
54,-2.688358322399077,-1.2674536497959703,5534.0,60000.0,0.012674536497959703,1713865721.3275158
55,-2.964050685512228,-3.0947065246600056,12279.0,60000.0,0.030947065246600056,1713865721.459031
56,2.395667099980488,-3.344067020569691,7284.0,-60000.0,0.03344067020569691,1713865721.7094526
57,2.7614030428301723,6.131336244384035,12320.0,60000.0,0.06131336244384035,1713865721.9581482
